ID;title;description;content;item_from;item_type;item_source;permalink;tags;"ClassificaÁ„o da Obra";;"Tipo de Materia";"Ano de PublicaÁ„o";Autor;Ilustrador;Tradutor;EdiÁ„o;Editora;"SÈrie (ColeÁ„o)";"Local de PublicaÁ„o";ISBN/ISSN;"N˙mero de P·ginas";Resenha;Volume;PremiaÁ„o;Files
141;"Miss„o : assustar a irm„";;;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=141;;;;;;;;;;"Melhorament os";;;"85-06-03783-
2";;;;;
2599;"No fundo do fundo-fundo l· vai o tatu Raimundo";"Autor: Orthof, Sylvia Tato Ano:  1984,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2599;;;;;;;;;"3. ed.";"Nova Fronteira,";;;;;;;;;
2600;"Casa de vÛ È sempre domingo";"Autor: Martinez, Marina Ivan
Marcello Ano:  1986,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2600;;;;;;;;;"2. ed.";"Nova Fronteira,";;;;|||;;;;;
2601;"Modelo vivo natureza morta";"Autor: C·rcamo Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2601;;;;;;;;;;"Berlendis & Vertecchia,";;;"978-85-7723-
071-6";;;;;;
2602;"O Ateneu: crÙnica de saudades";"Autor: PompÈia, Raul Ano:  1991,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2602;;;;;;;;;;FTD,;;;"85-322-0379-
5";;;;;;
2603;"O preÁo do sucesso";"Autor: Nicolelis, Giselda Laporta Sgai, Monico Corradi Ano:  2001,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2603;;;;;;;;;;FTD,;;;"978-85-322-
4588-9";||||;;;;;
2604;"Mister Slang e Brasil";"Autor: Lobato, Monteiro Ano:  2008,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2604;;;;;;;;;;Globo;;;"978-85-250-
4564-5";;;;;;
2605;"Nana Pestana";"Autor: Orthof, Sylvia Ano:  1987,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2605;;;;;;;;;;"Nova Fronteira,";;;;||;;;;;
2606;"Como se fosse gente";"Autor: Oliveira, AlaÌde Lisboa de RennÛ, Regina Coeli Ano:  1989,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2606;;;;;;;;;"2. ed.";L√™,;;;;|;;;;;
2607;"MicrÙmegas: uma histÛria filosÛfica.";"Autor: Voltaire Rezende, Maria ValÈria
Droschi, Diogo Ano:  2012,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2607;;;;;;;;;;"Aut√™ntica Editora";;;"978-85-
65381-01-7";;;;;;
2608;"A arte de escrever histÛrias";"Autor: Soares, Esther ProenÁa Ano:  2010,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2608;;;;;;;;;;Manole,;;;"978-85-204-
2963-1";||||;;;;;
2609;"Gata menina";;;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2609;;;;;;;;;;Scipione;;;"85-262-5636- X";;;;;;
2610;"As caixas que andam";"Autor: Masur, Jandira Teixeira, Zefl·vio Ano:  1987,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2610;;;;;;;;;;√Åtica,;;;"85-08-02402-
9";||||;;;;;
2611;"Rosa, minha irm„ rosa";"Autor: Vieira, Alice Moraes, Odilon Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2611;;;;;;;;;;Positivo,;;;"978-85-395-
8409-4";;;;;;
2612;"Diga-me com quem come";"Autor: Ziraldo Ano:  2000,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2612;;;;;;;;;"6. ed.";"Melhorament os,";;;"978-06-
01433-6";|||;;;;;
2613;"Os repÛrteres clandestinos";"Autor: Kacer, Kathy Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2613;;;;;;;;;;Callis,;;;"978-85-7416-
95 0-7";;;;;;
2614;"Lua cheia de poesia";"Autor: Sorrenti, Neusa. Spinelli, Mirella. Ano:  1995,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2614;;;;;;;;;;"Editora do Brasil";;;;;;;;;
2615;"Espelho maldito";"Autor: Nicolelis, Giselda Laporta Startari, Daisy Ano:  1998,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2615;;;;;;;;;;Saraiva,;;;"978-85-02-
02650-X";|||;;;;;
2616;"Final de linha";"Autor: Dill, LuÌs Zansky Ano:  2013,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2616;;;;;;;;;;Scipione;;;"978-85-262-
9251-2";;;;;;
2617;"LiÁ„o de geografia";"Autor: Ziraldo Ano:  1991,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2617;;;;;;;;;;"Melhorament os,";;;"978-85-06-
01427-1";;;;;;
2618;Transpoemas;"Autor: Silvestrin, Ricardo Fousek, Apo Ano:  2008,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2618;;;;;;;;;;"Cosac Naify,";;;"978-85-7503-
748-5";|||;;;;;
2619;"A invenÁ„o do mundo pelo Deus curumim";"Autor: Tavares, Braulio Vilela, Fernando Ano:  2008,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2619;;;;;;;;;;"Ed. 34";;;"978-85-7326-
399-2";;;;;;
2620;"N„o se esqueÁam da rosa";"Autor: Nicolelis, Giselda Laporta Kofuji, CÈlia Ano:  2002,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2620;;;;;;;;;"16. ed.";Saraiva,;;;"978-85-02-
03916-4";;;;;;
2621;"Dentro do escuro mora um segredo";"Autor: Roscoe, Alessandra Array·s, Albert Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2621;;;;;;;;;;Gaivota,;;;"978-85-
64816-69-5";|||;;;;;
2622;"O bonequinho de massa";"Autor: Pereira, Regina da Veiga Thibault, Dominique Ano:  1998,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2622;;;;;;;;;;Salamandra;;;"85-281-0270- X";;;;;;
2623;"Que raio de histÛria!";"Autor: Orthof, Sylvia Massarani, Mariana Ano:  1994,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2623;;;;;;;;;;Ediouro;;;"85-00-82730-
0";;;;;;
2624;"Florbela Espanca: antologia de poemas para a juventude";"Autor: Espanca, Florbela Cantu·ria, Denyse Ano:  2007,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2624;;;;;;;;;;Peir√≥polis;;;"978-85-7596-
088-2";|||;;;;;
2625;"Poemas miudinhos";"Autor: Sorrenti, Neusa Gil, Gabriela Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2625;;;;;;;;;;Caramelo,;;;"978-85-7340-
713-6";;;;;;
2626;"Pedro: o menino que tinha o coraÁ„o cheio de domingo";"Autor: QueirÛs, Bartolomeu Campos de ¡vila, Sara Ano:  1995,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2626;;;;;;;;;"8. ed.";Mingulim,;;;;;;;;;
2627;"Pedro: o menino que tinha o coraÁ„o cheio de domingo";"Autor: QueirÛs, Bartolomeu Campos de ¡vila, Sara Ano:  1990,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2627;;;;;;;;;"8. ed.";Mingulim,;;;;|||;;;;;
2628;"MaurÌcio ou a cabana do pescador.";"Autor: Shelley, Mary ViÈgas, Luciana Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2628;;;;;;;;;;Graphia;;;"978-85-
85277-71-0";;;;;;
2629;"O mercado dos Goblins";"Autor: Rossetti, Christina Tokitaka,Janaina
Leite, Stephanie Cerqueira Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2629;;;;;;;;;;"Companhia das Letrinhas,";;;"978-85-7406-
658-5";;;;;;
2630;"A galinha e a sombra";"Autor: Iacocca, Liliana Iacocca, Michele Ano:  1992,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2630;;;;;;;;;;√Åtica,;;;"85-08-03323-
0";|||;;;;;
2631;Sopro-alento;"Autor: GÛes, L˙cia Pimentel Ano:  1998,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2631;;;;;;;;;;"Editora do Brasil,";;;"978-85-10-
02229-1";;;;;;
2632;"O amigo de Praga.";"Autor: Cabral, Francisco. Contieri, Adriel. Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2632;;;;;;;;;;"Quatro Cantos";;;"978-85-
65850-16-2";;;;;;
2633;"Sssssss... um barulho na mata";"Autor: Iacocca, Liliana Michele Ano:  2000,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2633;;;;;;;;;;√Åtica,;;;"978-85-08-
04607-3";|||;;;;;
2634;"Jabuti Jatob·";"Autor: Gontijo, Solange Avelar Fonseca
Sorbilli, Mari‚ngela Ano:  1988,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2634;;;;;;;;;;RHJ,;;;;;;;;;
2635;"Cores da AmazÙnia: frutas e bichos da floresta";"Autor: Obeide, CÈsar Monteiro, GuataÁara Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2635;;;;;;;;;;"Editora do Brasil,";;;"978-85-10-
05966-4";;;;;;
2636;Sina;"Autor: Jatob·, Roniwalter. Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2636;;;;;;;;;;Positivo;;;"978-85-385-
7891-8";|||;;;;;
2637;"Plic plic... um barulho da chuva";"Autor: Iacocca, Liliana Michele Ano:  2000,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2637;;;;;;;;;;√Åtica,;;;"978-85-08-
02918-7";;;;;;
2638;"O estrangeiro.";"Autor: Ferrandez, Jacques Camus, Albert Bensimon, Carol Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2638;;;;;;;;;;"Quadrinhos na Cia";;;"978-85-359-
2509-8";;;;;;
2639;"Malandro È o gato";"Autor: Gontijo, Solange Avelar Fonseca
Verdolin Filho, Ferruccio Ano:  1990,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2639;;;;;;;;;;RHJ,;;;;|||;;;;;
2640;"O gato Guto e o pato Pito";"Autor: GÛes, L˙cia Pimentel Martinez Ano:  1995,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2640;;;;;;;;;"5. ed.";Scipione,;;;"85-262-1487- X";;;;;;
2641;"Tuca, vovÛ e Guto";"Autor: FranÁa, Mary FranÁa, Eliardo Ano:  1987,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2641;;;;;;;;;"9. ed.";√Åtica,;;;"85-08-01961-
0";;;;;;
2642;"Viagem ao redor do sol";"Autor: Branco, Samuel Murgel Perassolo, M·rcio Ano:  1995,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2642;;;;;;;;;;Moderna,;;;"978-85-16-
01299-9";|||;;;;;
2643;"Tum tum tum... um barulho no corpo";"Autor: Iacocca, Liliana Alcy Ano:  2000,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2643;;;;;;;;;;√Åtica,;;;"978-85-08-
02915-2";;;;;;
2644;"A esperanÁa È uma menina que vende frutas";"Autor: Amrita Das Strausz, Rosa Amanda Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2644;;;;;;;;;;"Companhia das Letrinhas,";;;"978-85-7406-
672-1";;;;;;
2645;"O enigma das estrelas";"Autor: Farah, F. T. Casal, Samuel Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2645;;;;;;;;;;"Gera√ß√£o Jovem,";;;"978-85-8130-
174-7";|||;;;;;
2646;"Di·rio da montanha";"Autor: Murray, Roseana. Ano:  2012.";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2646;"PrÍmio - FNLIJ 2013||PrÍmio FNLIJ";;;Livro;2012;;;;;Manati;;;"978-85-
86218-90-3";;;;"Categoria: Poesia - 2013";;
2648;"Eram todos camisa dez";"Autor: Piva, Luis Guilherme, Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2648;;;;;;;;;;Iluminuras,;;;"978-85-
7321436-9";;;;;;
2649;"O mistÈrio do Capiongo";"Autor: Almeida, Joaquim de, Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2649;;;;;;;;;;Scipione,;;;"978-85-262-
9212-3";||||;;;;;
2650;"Mais-que-perfeita adolescente";"Autor: Orthof, Sylvia, Teixeira, Elisabeth Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2650;;;;;;;;;"20. ed.";"Nova Fronteira,";;;"978-85-209-
3255-1";;;;;;
2651;"Um parafuso a mais";"Autor: Carpinejar, Fabricio. Guazzelli, Eloar Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2651;;;;;;;;;;Edelbra;;;"978-85-6670-
54-3";||||;;;;;
2652;"Rubem Braga: crÙnicas para jovens";"Autor: Braga, Rubem Cunha, Antonieta Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2652;;;;;;;;;;Global,;;;"978-85-260-
1989-8";;;;;;
2653;"Erik vermelho: os vikings na AmÈrica";"Autor: Gomes, Helena Carvalho, Julio Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2653;;;;;;;;;;"Berlendis & Vertecchia,";;;"978-85-7723-
063-1";||||;;;;;
2654;"In·cio, o cantador-rei da Catingueira";"Autor: Holanda, Arlene Teles, Alexandre Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2654;;;;;;;;;;Gaivota,;;;"978-85-
64816-45-9";;;;;;
2655;Utopia;"Autor: Gabriel, Paulo Chiarinelli, Agenor Ano:  2000,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2655;;;;;;;;;;"Santa Clara,";;;"85-87042-21-
1";||||;;;;;
2656;"Contos e poemas para ler na escola";"Autor: QueirÛs, Bartolomeu Campos de Parreiras, Ninfa Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2656;;;;;;;;;;Objetiva,;;;"978-85-390-
0573-4";;;;;;
2657;"O prÌncipe medroso e outros africanos";"Autor: Soler-Pont, Anna Mill·n, Pilar
Gil, Luis Reyes Ano:  2009,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2657;;;;;;;;;;"Companhia das Letras,";;;"978-85-359-
1540-2";||||;;;;;
2658;I;"Autor: Venturelli, Paulo Negreiros Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2658;;;;;;;;;"2. ed.";"Editora do Brasil,";;;"978-85-10-
05486-7";;;;;;
2659;"Cora Coralina: celebraÁ„o da volta";"Autor: DenÛfrio, Darcy FranÁa Camargo, Goiandira Ortiz de Ano:  2006,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2659;;;;;;;;;;"C√¢none Editorial,";;;"85-87635-42-
5";|||;;;;;
2660;"Flagelo e amor";"Autor: Todi, Jacoponi da Souza, Marcelo Paiva de Souza Ano:  2006,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2660;;;;;;;;;;UNB,;;;"85-230-0878-
0";;;;;;
2661;UrupÍs;"Autor: Lobato, Monteiro Ano:  2007,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2661;;;;;;;;;;Globo,;;;"978-85-250-
4371-9";;;;;;
2662;"O feitiÁo azul";"Autor: Mead, Richelle Miranda, Guilherme Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2662;;;;;;;;;;Seguinte;;;"978-85-
665765-36-7";||||;;;;;
2663;I;"Autor: Lewicki, Glaucia. Fargas, Fl·vio Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2663;;;;;;;;;;Dimens√£o;;;"978-85-7319-
929-1";;;;;;
2664;"Sonata do absoluto: trios para Borges, Poe e Machado";"Autor: Seincman, Eduardo Pessoa, Fernando Poe, Edgar Allan Nejar, Carlos Borges, Jorge Luis
Assis, Machado de Eduardo Jardim, Evandro Carlos Ano:  ,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2664;;;;;;;;;;"Imprensa Oficial, Edusp, 2007";;;"978-85-7060-
374-6";||||;;;;;
2665;"A maldiÁ„o dos ancestrais - Livro 4";"Autor: de la PeÒa, Matt. Boide, Alexandre. Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2665;;;;;;;;;;Seguinte;;;"978-85-
65765-29-9";;;;;;
2666;"Fase terminal";;;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2666;;;;;;;;;;FTD,;;;"978-85-322-
1657-9";||||;;;;;
2667;"Nem t„o sozinhos assim...";"Autor: Carneiro, Angela Cunha, Anna Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2667;;;;;;;;;;L√™,;;;"978-85-329-
0796-7";;;;;;
2668;"O alÁap„o - Livro 3";"Autor: MacMann, Lisa. Boide, Alexandre. Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2668;;;;;;;;;;Seguinte;;;"978-85-
65765-29-9";||||;;;;;
2669;"UÛlace e Jo„o Victor";"Autor: Strausz, Rosa Amanda.
Piqueira, Gustavo Jacintho, Samia Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2669;;;;;;;;;"3. ed.";FTD;;;"978-85-322-
9281-0";;;;;;
2670;"Alice 2013: um rio que ficou em nossas vidas.";"Autor: Benchimol, Fania Szydlow Goldfarb, Walter Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2670;;;;;;;;;;"Escrita Fina,";;;"978-85-8313-
046-8";||||;;;;;
2671;"Fernando Pessoa, o Cavaleiro de Nada.";"Autor: Lucinda, Elisa. Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2671;;;;;;;;;;Record;;;"978-85-01-
40250-9";;;;;;
2672;"Vinte mil lÈguas submarinas";;;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2672;;;;;;;;;;FTD;;;"978-85-322-
9144-8";||||;;;;;
2673;"A ascens„o das trevas";"Autor: Rhodes, Morgan, Maior, Fl·via Souto Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2673;;;;;;;;;;Seguinte,;;;"978-85-
65765-51-0";;;;;;
2674;"A primavera rebelde";"Autor: Rhodes, Morgan, Maior, Fl·via Souto Ano:  2013,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2674;;;;;;;;;;Seguinte,;;;"978-85-
65765-27-5";||||;;;;;
2675;"A m·quina de Goldberg";"Autor: Barbara, Vanessa, Nesti, Fido Ano:  2012,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2675;;;;;;;;;;"Quadrinhos na Cia,";;;"978-85-359-
2180-9";;;;;;
2676;"O lÌrio dourado";"Autor: Mead, Richele Miranda, Guilherme Ano:  2013,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2676;;;;;;;;;;Seguinte,;;;"978-85-
65765-26-8";||||;;;;;
2677;"Flora Hen: uma f·bula de amor e esperanÁa.";"Autor: Sun-mi, Hwang Luther, Lidia Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2677;;;;;;;;;;"Gera√ß√£o editorial";;;"978-85-8130-
281-2";;;;;;
2678;"O segredo do meu irm„o";"Autor: Pantaleoni, C·ssio Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2678;;;;;;;;;;8Inverso,;;;"978-85-
62696-29-9";||||;;;;;
2679;"As boas aÁıes de seu Sim„o";"Autor: Stoten, Jim Chang, Caroline Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2679;;;;;;;;;;Rovelle,;;;"978-85-8275-
049-0";;;;;;
2680;"Simbad, o marujo";"Autor: Oliveira, AlaÌde Lisboa de, Abu, Angelo Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2680;;;;;;;;;;Peir√≥polis,;;;"978-85-7596-
220-6";||||;;;;;
2681;LautrÈamont;"Autor: Bachelard, Gaston Almeida, F·bio Ferreira de Ano:  2013,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2681;;;;;;;;;;Ricochete,;;;"978-85-
64865-04-4";;;;;;
2682;"A bela e a fera: conto por imagens";"Autor: Oliveira, Rui de Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2682;;;;;;;;;"2. ed.";"Nova Fronteira,";;;"978-85-209-
3586-6";||||;;;;;
2683;"Quando eu crescer quero ser arquiteto";"Autor: Cuatro Media, Rodrigues, Gislene Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2683;;;;;;;;;;√Åtica,;;;"978-85-08-
16807-1";;;;;;
2684;"Quando eu crescer quero ser astronauta";"Autor: Cuatro Media, Rodrigues, Gislene Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2684;;;;;;;;;;√Åtica,;;;"978-85-
16808-8";||||;;;;;
2685;"Quando eu crescer quero ser professor";"Autor: Cuatro Media, Rodrigues, Gislene Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2685;;;;;;;;;;√Åtica,;;;"978-85- 08-
16809-5";;;;;;
2686;"Quando eu crescer quero ser veterin·rio";"Autor: Cuatro Media, Rodrigues, Gislene Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2686;;;;;;;;;;√Åtica,;;;"978-85-08-
16810-1";||||;;;;;
2687;"Jo„o x sult„o";"Autor: Zatz, Lia Ano:  1989,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2687;;;;;;;;;;"Quinteto Editorial,";;;;|||;;;;;
2688;"Os natos: volta ao mundo falando portuguÍs";"Autor: Junqueyra, Beto Lollo, JosÈ Carlos Ano:  2003,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2688;;;;;;;;;;"Planeta Jovem,";;;"978-85-7479-
700-6";;;;;;
2689;"Retratos da cidade";"Autor: Azevedo, AluÌsio Lispector, Clarice Viana,Vivina de Assis Angelo, Ivan
Vaz, Jo„o Paulo Vilela, Luiz Barbeiro, HerÛdoto Barreto, Antonio Gullar, Ferreira Machado, Alc‚ntara Barreto, Lima
Rio, Jo„o do Camarate, Alfredo Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2689;;;;;;;;;;Aut√™ntica,;;;"978-85-8217-
335-0";;;;;;
2690;"O conde de Monte Cristo";"Autor: Prieto, Heloisa Dumas, Alexandre, 1802-
1870
Camanho, Alexandre Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2690;;;;;;;;;;FTD;;;"978-85-322-
9250-6";||||;;;;;
2691;"Uma aventura ecolÛgica";;;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2691;;;;;;;;;;"Nova Fronteira,";;;"978-85-209-
0215-4";;;;;;
2692;"O macaco que se fez homem";"Autor: Lobato, Monteiro Ano:  2008,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2692;;;;;;;;;;Globo,;;;"978-85-250-
4469-3";||||;;;;;
2693;"Ingresso para a febem";"Autor: Pontes, RogÈrio Gimenes de
Nascimento, LuÌs Perreira do
Cruz, Darci Vitorino da Galdino, Jefferson P. Ano:  2003,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2693;;;;;;;;;;"Noovha Am√©rica,";;;"978-85-
86114-50-2";;;;;;
2694;"Decifrando ¬ngelo";"Autor: Dill, LuÌs. Ano:  2012,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=2694;;;;;;;;;;Scipione;;;"978-85-
26288-84-3";|||;;;;;
